settlement_name_record_id,source_place_code,canonical_name,ascii_name,place_slug,place_type_code,settlement_scale,urbanity,parent_source_place_code,major_city_source_place_code,region_code,region_name,country_code_sim,is_national_capital,is_regional_anchor,terrain_zone_code,location_character,dominant_function,property_context_tags,naming_origin,naming_influence,nickname,nickname_reason,naming_status_code,feature_lifecycle_status_code,spatial_assignment_status,source_created_on,source_basis,source_dataset_id,runtime_effect_scope,record_status
NG-NAM-SET-000016,NGP-000016,Tekhara Gardens,Tekhara Gardens,tekhara-gardens,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,garden_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Ash'Tekka,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000017,NGP-000017,Elvarin,Elvarin,elvarin,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,mixed_density_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,El-Moriah,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000018,NGP-000018,Nyavelle,Nyavelle,nyavelle,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,mixed_density_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Nyandura,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000019,NGP-000019,Moraen Park,Moraen Park,moraen-park,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,garden_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,El-Moriah,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000020,NGP-000020,Tekkai,Tekkai,tekkai,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,mixed_density_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Ash'Tekka,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000021,NGP-000021,Vondel Ridge,Vondel Ridge,vondel-ridge,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,elevated_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Vondoria,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000022,NGP-000022,Aelmar,Aelmar,aelmar,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,mixed_density_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Kaelenor,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000023,NGP-000023,Sabaro,Sabaro,sabaro,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,mixed_density_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Mar-Saba,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000024,NGP-000024,Trossgate,Trossgate,trossgate,SUBURB,urban_neighborhood,urban,NGP-000001,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Residential neighborhood of Orivane,growth_corridor_residential,detached_houses|townhouses|apartments|residential_plots,tribal_influenced,Tross-Varn,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000025,NGP-000025,Ashbourne,Ashbourne,ashbourne,TOWN,secondary_urban,urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional administration centre,administration,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000026,NGP-000026,Crescenton,Crescenton,crescenton,TOWN,secondary_urban,urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional commuter services centre,commuter_services,houses|apartments|commercial_plots|retail|warehouses,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000027,NGP-000027,Elmtree,Elmtree,elmtree,TOWN,secondary_urban,urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional agriculture centre,agriculture,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000028,NGP-000028,Faircross,Faircross,faircross,TOWN,secondary_urban,urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional trade centre,trade,houses|apartments|commercial_plots|retail|warehouses,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000029,NGP-000029,Kingswell,Kingswell,kingswell,TOWN,secondary_urban,urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional education centre,education,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000030,NGP-000030,Brackenford,Brackenford,brackenford,TOWN,secondary_urban,urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional administration centre,administration,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000031,NGP-000031,Rosehaven,Rosehaven,rosehaven,TOWN,secondary_urban,urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional commuter services centre,commuter_services,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000032,NGP-000032,Claybourne,Claybourne,claybourne,TOWN,secondary_urban,urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional agriculture centre,agriculture,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000033,NGP-000033,Newstead,Newstead,newstead,TOWN,secondary_urban,urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional trade centre,trade,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000034,NGP-000034,Larkspur,Larkspur,larkspur,TOWN,secondary_urban,urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional education centre,education,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000035,NGP-000035,Eastbridge,Eastbridge,eastbridge,TOWN,secondary_urban,urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional administration centre,administration,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000036,NGP-000036,Hillmark,Hillmark,hillmark,TOWN,secondary_urban,urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional commuter services centre,commuter_services,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000037,NGP-000037,Greyhaven,Greyhaven,greyhaven,TOWN,secondary_urban,urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional agriculture centre,agriculture,houses|apartments|commercial_plots|retail|warehouses,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000038,NGP-000038,Willowgate,Willowgate,willowgate,TOWN,secondary_urban,urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional trade centre,trade,houses|apartments|commercial_plots|retail|warehouses,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000039,NGP-000039,Stoneleigh,Stoneleigh,stoneleigh,TOWN,secondary_urban,urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Regional education centre,education,houses|apartments|commercial_plots|retail|warehouses,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000040,NGP-000040,Maple Junction,Maple Junction,maple-junction,TOWNSHIP,small_urban,peri_urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving Bellwether,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000041,NGP-000041,South Bell,South Bell,south-bell,TOWNSHIP,small_urban,peri_urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving Bellwether,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000042,NGP-000042,Orchard End,Orchard End,orchard-end,TOWNSHIP,small_urban,peri_urban,NGP-000002,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving Bellwether,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000043,NGP-000043,Carrowfield,Carrowfield,carrowfield,TOWNSHIP,small_urban,peri_urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving New Carrow,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,geographic_descriptive,NoveGeo landscape lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000044,NGP-000044,West Carrow,West Carrow,west-carrow,TOWNSHIP,small_urban,peri_urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving New Carrow,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000045,NGP-000045,Low Crescent,Low Crescent,low-crescent,TOWNSHIP,small_urban,peri_urban,NGP-000003,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving New Carrow,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000046,NGP-000046,Meridian Gate,Meridian Gate,meridian-gate,TOWNSHIP,small_urban,peri_urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving East Meridian,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000047,NGP-000047,Railview,Railview,railview,TOWNSHIP,small_urban,peri_urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving East Meridian,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,historic_trade_or_occupation,Regional trade lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000048,NGP-000048,Eastbank,Eastbank,eastbank,TOWNSHIP,small_urban,peri_urban,NGP-000004,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Peri-urban township serving East Meridian,local_services_and_residential_growth,houses|rental_units|plots|workshops|shops,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000049,NGP-000049,Lower Ashbourne,Lower Ashbourne,lower-ashbourne,VILLAGE,rural_settlement,rural,NGP-000025,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Rural community linked to Ashbourne,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000050,NGP-000050,Ashbourne Green,Ashbourne Green,ashbourne-green,VILLAGE,rural_settlement,rural,NGP-000025,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Rural community linked to Ashbourne,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,mixed_novegeo,National mixed lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
NG-NAM-SET-000051,NGP-000051,Old Crescenton,Old Crescenton,old-crescenton,VILLAGE,rural_settlement,rural,NGP-000026,NGP-000001,NGR-01,Orivane Capital Territory,NVG,false,false,central_plateau,Rural community linked to Crescenton,smallholder_agriculture_and_rural_services,agricultural_land|homesteads|rural_plots|cottages,neutral_civic_or_planned,National civic lexicon,,,PROPOSED,PROVISIONAL,UNMAPPED_PENDING_ASSOCIATION,2026-08-11,novegeo_tribes.csv + simulation geography design,dataset:novegeo:places:v001:700,SHARED_REFERENCE,ACTIVE
